filename,prompt


"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_8a63d9db-6326-4860-ac93-06d9d4d1b4f9.png,""a courtyard in a hotel with a pool in the middle, in the style of psychadelic surrealism, , buddhist art and architecture, , orderly symmetry, thai art, symbolic-vibrant"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_8a63d9db-6326-4860-ac93-06d9d4d1b4f9.png,""resort by m.ra.d., in the style of vibrant postmodernism, buddhist art and architecture, bold chromaticity, pastel color scheme, symmetry, thai art, vray tracing"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_8a63d9db-6326-4860-ac93-06d9d4d1b4f9.png,""a large building and some pools, in the style of colorful kitsch, vray tracing, thai art, symmetrical composition, moody colors, terracotta, pastel color scheme"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_8a63d9db-6326-4860-ac93-06d9d4d1b4f9.png,""the building has colorful tiles on the windows, in the style of , tropical symbolism, bryce 3d, thai art, , , traditional color scheme"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_c98ae66e-2768-446d-b7c7-f5ff7bcc5c61.png,""a hotel built out of colorful tiles forming an enormous pyramid, in the style of postmodernist appropriation, rendered in maya, saturated pigment pools, yale university school of art, vray, architectural transformations, light maroon and blue"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_c98ae66e-2768-446d-b7c7-f5ff7bcc5c61.png,""a building with colorful and geometric tiles, in the style of , aztec art, , fantastical otherworldly visions,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_c98ae66e-2768-446d-b7c7-f5ff7bcc5c61.png,""a very colorful building, in the style of geometric symmetry, , ancient egypt, , aztec art, saturated pigment pools,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_c98ae66e-2768-446d-b7c7-f5ff7bcc5c61.png,""colorful building with tiles, in the style of afrofuturism-inspired, symmetrical asymmetry, sharp perspective angles, ancient egypt, saturated pigment pools, paris school, rendered in maya"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_d8acf138-4683-4d4f-9b98-1ca5970135d5.png,""the buildings have tiled walkways, in the style of , egyptian iconography, , , national geographic photo, mesoamerican influences, dark orange and light magenta"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_d8acf138-4683-4d4f-9b98-1ca5970135d5.png,""a lot of triangles on the buildings, in the style of intricate psychedelic landscapes, rendered in maya, saturated pigment pools, giant money sculptures, 1970â€“present, terracotta, national geographic photo"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_d8acf138-4683-4d4f-9b98-1ca5970135d5.png,""a large brick building decorated in small yellow tiles, in the style of , mexican folklore-inspired, , saturated pigment pools, , isometric, imposing monumentality"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Mig_d8acf138-4683-4d4f-9b98-1ca5970135d5.png,""the road in front of the building, in the style of afrofuturism-inspired, polychrome terracotta, hyper-realistic water, mayan art and architecture, brutalism, egyptian iconography, colorful gardens"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_9135d8b7-8db8-4202-9368-0477979c20d0.png,""building is covered in orange and blue tiles, in the style of rendered in maya, exotic realism, hypnotic symmetry, , indian traditions, matte painting, angular dramatism"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_9135d8b7-8db8-4202-9368-0477979c20d0.png,""a towering building in an Indian style, in the style of rendered in cinema4d, vibrant geometries, terracotta, photorealistic fantasies, khmer art, eerily realistic, symmetrical designs"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_9135d8b7-8db8-4202-9368-0477979c20d0.png,""a building with many towers, in the style of rendered in maya, striking symmetrical patterns, realistic color schemes, , light red and blue, cinematic sets, traditional craftsmanship"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_9135d8b7-8db8-4202-9368-0477979c20d0.png,""two buildings with colored roofs, in the style of afrofuturism-inspired, goa-insprired motifs, vray tracing, classical symmetry, terracotta, intricate, dansaekhwa"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_922b8c18-3b23-4fd1-b7fa-c0b3ed0c6961.png,""an image of an indian building with colorful bricks, in the style of , saturated pigment pools, , detailed interiors, contax g2, aztec art, benin art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_922b8c18-3b23-4fd1-b7fa-c0b3ed0c6961.png,""an elaborately designed building with staircases and colorful designs, in the style of carved wood blocks, kodak portra, mayan art and architecture, light red and dark aquamarine, bengal school of art, national geographic photo, orderly symmetry"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_922b8c18-3b23-4fd1-b7fa-c0b3ed0c6961.png,""an indian building that was built before the second world war, in the style of intricate psychedelic landscapes, new american color photography, mayan art and architecture, kodak portra, mind-bending sculptures, bamileke art, ricoh gr iii"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_922b8c18-3b23-4fd1-b7fa-c0b3ed0c6961.png,""an elaborate building in a tropical country, in the style of , polychrome terracotta"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_aa2e8e8b-a65a-443d-9a7b-0aa1cbada5ad.png,""an interesting pyramid with colored floors, in the style of elaborate facades, photorealistic detailing, mesoamerican influences, bengal school of art, matte painting, bamileke art, solarization"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_aa2e8e8b-a65a-443d-9a7b-0aa1cbada5ad.png,""a large painted building with large colorful tile, in the style of rendered in maya, dark symbolism, multi-layered geometry, exotic realism, grandeur of scale, mind-bending sculptures,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_aa2e8e8b-a65a-443d-9a7b-0aa1cbada5ad.png,""a building with stairs and decorative statues, in the style of woven color planes, mesoamerican influences, ray tracing, hindu art and architecture, symbolic nabis, intricately mapped worlds"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_aa2e8e8b-a65a-443d-9a7b-0aa1cbada5ad.png,""a colorful building is located on a sidewalk, in the style of mesoamerican influences, vray tracing, symmetrical chaos, igbo ibo art, mythological themes, , terracotta"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_f3f38fd7-514f-412a-bbfd-565d49713d21.png,""an apartment building that has colorful pyramids on it, in the style of , , , venetian school, contemporary indian art, angura kei, symmetrical design"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_f3f38fd7-514f-412a-bbfd-565d49713d21.png,""a building with many triangular shapes, in the style of pastel-colored scenes, documentary travel photography, bengal school of art, symmetrical arrangement, bold, colorful, large-scale, occultism inspired, phoenician art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_f3f38fd7-514f-412a-bbfd-565d49713d21.png,""a building with three triangles in place outside of it, in the style of bold colors and patterns, orderly symmetry, documentary travel photography, eerily realistic, bengal school of art, pastel-colored scenes, phoenician art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mesoamerican_architecture_style_by_Teo_f3f38fd7-514f-412a-bbfd-565d49713d21.png,""a pink and blue building by adriane liu, in the style of art of the ivory coast, symmetrical, , ancient egypt, , ricoh gr iii, bengal school of art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_0d04a5d0-e0c6-4bc6-ac74-4470e5e48b4b.png,""an exterior of a building with white circular shapes, in the style of woven/perforated, ocean academia, intricately sculpted, vibrant academia, angular shapes, dau al set, molecular"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_0d04a5d0-e0c6-4bc6-ac74-4470e5e48b4b.png,""the exterior of an emirate government building is made up of intricate white pipes, in the style of organic forms blending with geometric shapes, , woven/perforated, bold texture, , interlacing artifacts,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_0d04a5d0-e0c6-4bc6-ac74-4470e5e48b4b.png,""building facade of sabah university in oman, in the style of organic forms and patterns, crisp detailing, contax t2, installation creator, post processing, unconventional materials, high resolution"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_0d04a5d0-e0c6-4bc6-ac74-4470e5e48b4b.png,""architecture / architecture from dubai, in the style of molecular, white and orange, extruded design, helios 44-2 58mm f/2, , focus stacking,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_b05b4231-76bc-429f-a103-f6dd649d0143.png,""the arab mosque facade design in uae, in the style of subtle use of shading, light magenta and orange, rollei prego 90, commercial imagery, tactile surfaces, terracotta, konica auto s3"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_b05b4231-76bc-429f-a103-f6dd649d0143.png,""the exterior of an oasis hotel with arabesque architecture, in the style of ricoh ff-9d, detail-oriented, extruded design, terracotta, minimalistic serenity, cinestill 50d, hurufiyya"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_b05b4231-76bc-429f-a103-f6dd649d0143.png,""a framed stone building with arabic designs, in the style of , dynamic perspective, cinestill 50d, patterned surfaces, , terracotta, smooth lines"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_b05b4231-76bc-429f-a103-f6dd649d0143.png,""a mosque in gulf arabian  3d rendering, in the style of , kodak portra, intricate surfaces, dynamic outdoor shots, terracotta, subtle use of shading,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_d83046bf-2b28-400e-80b2-22a6cfe0230e.png,""an architectural building facade dominated by geometric design patterns, in the style of desertwave, bronze playfulness, dau al set, bold yet graceful, symbolic nabis"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_d83046bf-2b28-400e-80b2-22a6cfe0230e.png,""the beautiful architecture of the qatar national federation building, in the style of patterned surfaces, bronze, 32k uhd, terracotta, woven/perforated, low-angle, dansaekhwa"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_d83046bf-2b28-400e-80b2-22a6cfe0230e.png,""architectural sculpture  islamic culture center in dubai, in the style of texture-rich surfaces, terracotta, , uhd image, detailed skies, precision and detail-oriented,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style2_Cle_d83046bf-2b28-400e-80b2-22a6cfe0230e.png,""a dark metal building is made with intricate design, in the style of , light orange and bronze, textural surface treatment, geometric shapes & patterns, symbolic nabis, detailed skies, cinestill 50d"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_68022ba8-f62a-4340-b4b5-8c0a2f26a11b.png,""curved building architecture uae, in the style of light beige and beige, focus on joints/connections, kodak portra, calarts, uhd image, unconventional materials, phoenician art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_68022ba8-f62a-4340-b4b5-8c0a2f26a11b.png,""an intricate staircase lined with columns, in the style of desertwave, composite construction, calarts, low-angle, islamic art and architecture, , arabesque"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_68022ba8-f62a-4340-b4b5-8c0a2f26a11b.png,""very tall archways with light shining through, in the style of modernist patterns, desertwave, calarts, white and beige, frequent use of diagonals, architectural focus, extruded design"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_68022ba8-f62a-4340-b4b5-8c0a2f26a11b.png,""some tall buildings with arching ceilings and windows, in the style of desertwave, intricate ceiling designs, , phoenician art, kodak portra, beige, design by architects"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_ccc5067a-d58b-445d-aeb8-f5831957e321.png,""the building's facade has many circular holes, in the style of light orange and beige, organic forms and patterns, dau al set, hasselblad h6d-400c, imitated material, bold structural designs, studyplace"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_ccc5067a-d58b-445d-aeb8-f5831957e321.png,""a building facade with a pattern and design, in the style of organic biomorphism, dau al set, exacting precision, light orange and light beige, intricate surfaces, , bold structural designs"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_ccc5067a-d58b-445d-aeb8-f5831957e321.png,""the facade of an office building is decorated with geometric designs, in the style of , hasselblad h6d-400c, light orange and light beige, layered organic forms, islamic art and architecture, bentwood, organic form"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_ccc5067a-d58b-445d-aeb8-f5831957e321.png,""neiman marcus architects    , in the style of , art of the ivory coast, structural geometric shapes, tokina opera 50mm f/1.4 ff, , terracotta, studyplace"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_e8e292a4-0fc5-419c-9224-ef915e34c5da.png,""stairs leading up to a building with arches in the windows, in the style of desertwave, dau al set"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_e8e292a4-0fc5-419c-9224-ef915e34c5da.png,""a building with arches of varying heights, in the style of minimalist geometricism, sun-kissed palettes, african influence, studyplace, islamic art and architecture, contax t2, subtle atmospheric perspective"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_e8e292a4-0fc5-419c-9224-ef915e34c5da.png,""beige buildings with archetype of white columns, in the style of ndebele-inspired motifs, polished concrete, contemporary middle eastern and north african art, studyplace, national geographic photo, futuristic shapes, sun-soaked colours"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_H_e8e292a4-0fc5-419c-9224-ef915e34c5da.png,""white building with a few windows, in the style of contemporary middle eastern and north african art, , light brown and black, studyplace, , sustainable architecture, minoan art"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_4dfabf8c-5f56-4b30-99c0-fbf8b84cbbcd.png,""a large white building with intricate windows, in the style of organic forms and patterns, , focus on joints/connections, arabesque, , high quality photo, dau al set"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_4dfabf8c-5f56-4b30-99c0-fbf8b84cbbcd.png,""white structure with white panels along its side, in the style of arabesque, contemporary gothic, focus stacking, vibrant geometrics, precisionism influence, sharp/prickly, low-angle"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_4dfabf8c-5f56-4b30-99c0-fbf8b84cbbcd.png,""an elliptical arch in the front of an exterior building to be built in the uae, in the style of monochromatic white figures, gothic architecture, , opaque resin panels, arabesque, flickr, angular"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_4dfabf8c-5f56-4b30-99c0-fbf8b84cbbcd.png,""the front of the building is white, in the style of organic forms and patterns, arabesque, tokina at-x 11-16mm f/2.8 pro dx ii, extruded design, biblical motifs, precise craftsmanship, modularity"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_a75db5bb-c547-4e3f-b168-6e22ea80f75f.png,""an arched walkway and white arches, in the style of afrofuturism, islamic art and architecture, , , solarizing master, phoenician art, soft focus lens"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_a75db5bb-c547-4e3f-b168-6e22ea80f75f.png,""a photo of a white arched building by a swiss architect, in the style of contemporary middle eastern and north african art, vray tracing, dark white and light orange, ricoh gr iii, sustainable architecture, precisionism influence, bentwood"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_a75db5bb-c547-4e3f-b168-6e22ea80f75f.png,""dubai arch architecture, in the style of light white and orange, afrofuturism, nostalgic atmosphere, polished concrete, naturalistic shadows, mediterranean-inspired, religious building"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_a75db5bb-c547-4e3f-b168-6e22ea80f75f.png,""arabe architecture with building, archways, pillars and spires, in the style of , light white, , , sustainable architecture, precisionism influence, bentwood"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_b8db7ca2-f820-4540-86e1-8f2465b40af2.png,""white colored building with white curved details, in the style of wood veneer mosaics, kodak ektar 100, phoenician art, fluid and organic forms, dark orange and beige, sharp edges, contax t2"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_b8db7ca2-f820-4540-86e1-8f2465b40af2.png,""white curves on the building, in the style of dau al set, dark white and dark beige, boldly textured surfaces, sunrays shine upon it, theatrical installations, sharp/prickly, light orange and sky-blue"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_b8db7ca2-f820-4540-86e1-8f2465b40af2.png,""the outside of the building has columns on it, in the style of wavy lines and organic shapes, light white and light bronze, orientalist imagery, organic formations, pentax k1000, , light indigo and dark beige"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_M_b8db7ca2-f820-4540-86e1-8f2465b40af2.png,""white tile behind building, in the style of sculpted forms, light orange and dark beige, , , highly ornamented, graceful curves,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_0d36cea6-0d1e-4000-b59d-2e91e0147430.png,""large white building with wavy details, in the style of , islamic art and architecture, organic forms, muted tones, bold shadows, bold, vibrant colors, majestic ports, uhd image"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_0d36cea6-0d1e-4000-b59d-2e91e0147430.png,""a modern building in a white building, in the style of organic forms, muted tones, arabesque, dramatic shadows, , majestic ports, interlocking structures, graceful sculptures"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_0d36cea6-0d1e-4000-b59d-2e91e0147430.png,""whitish architecture over a window, in the style of wavy lines and organic shapes, majestic ports, design by architects, sculptural costumes, vibrant, high-energy imagery, hurufiyya, dynamic structures"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_0d36cea6-0d1e-4000-b59d-2e91e0147430.png,""a square building with windows, in the style of wavy lines and organic shapes, arabesque, contrasting shadows, organic sculptures, bold structural designs, majestic ports, 8k resolution"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_2cf1f2d0-8658-4b32-b66e-182de9415a6a.png,""curved white shapes, in the style of detailed architecture, , majestic ports, , , flowing draperies,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_2cf1f2d0-8658-4b32-b66e-182de9415a6a.png,""a building with turrets, in the style of wavy resin sheets, elegant and intricate patterns, algorithmic artistry, crisp and clean lines, biomorphic, flowing draperies,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_2cf1f2d0-8658-4b32-b66e-182de9415a6a.png,""a large window, in the style of sculptural architecture, flowing forms, organic forms and patterns"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_2cf1f2d0-8658-4b32-b66e-182de9415a6a.png,""the sky is blue, in the style of sculptural architecture, white and beige, sustainable architecture, majestic ports, arabesque, calarts, streamlined design"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_683114cc-4800-400f-b9ae-f1fb1c45e39d.png,""a white walkway with very smooth curvatures, in the style of contrasting lights and darks, monumental architecture, organic forms, muted tones, sunrays shine upon it, sustainable design, poured, luxurious"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_683114cc-4800-400f-b9ae-f1fb1c45e39d.png,""a circular walkway made of white concrete, in the style of organic forms, muted tones, opulent architecture, sunrays shine upon it, windows vista, fluid, organic forms, dark white and light orange, hallyu"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_683114cc-4800-400f-b9ae-f1fb1c45e39d.png,""the curved floor is white, in the style of , immersive environments, arched doorways, digitally enhanced, dark white and light amber, reinforced concrete construction, surreal organic"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Modern_Islamic_architecture_style_by_Z_683114cc-4800-400f-b9ae-f1fb1c45e39d.png,""a large entrance, in the style of futuristic architecture, organic forms, muted tones, light white and dark amber, , , sustainable architecture,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_049995c4-daa7-4ae3-8a6f-d03cfe300d27.png,""men working in the building with a lot of circular holes, in the style of primitive structures, organic biomorphic forms, terracotta, african influence, contax t2, elaborate facades, modular design"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_049995c4-daa7-4ae3-8a6f-d03cfe300d27.png,""a home build out of mud, in the style of afrofuturism, terracotta, infinity nets, film grain, les nabis, elaborate facades, high quality photo"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_049995c4-daa7-4ae3-8a6f-d03cfe300d27.png,""a man is building a home using the mud, in the style of afrofuturism, terracotta, infinity nets, pinhole cameras, les nabis, eco-friendly craftsmanship, imposing monumentality"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_049995c4-daa7-4ae3-8a6f-d03cfe300d27.png,""the human body is made of mud that is designed into a dome, in the style of , , traditional craftsmanship, , dogon art, high detail, eco-architecture"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_15afd55a-0449-4660-ac33-0e90872e9414.png,""a mud house with potted plants and trees, in the style of rounded forms, dau al set"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_15afd55a-0449-4660-ac33-0e90872e9414.png,""the home is made of clay, the inside is made out of dirt, in the style of afrofuturism, canon af35m, soft atmospheric perspective, firecore, rounded forms, villagecore, website"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_15afd55a-0449-4660-ac33-0e90872e9414.png,""desert architecturediar alfuad, in the style of indigenous culture, eco-friendly craftsmanship, redscale film, melting pots, sustainable design, dotted, masonry construction"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_15afd55a-0449-4660-ac33-0e90872e9414.png,""a house in the desert with plants near some trees, in the style of rounded forms, authentic details, melting pots, cultural documentation, villagecore, flickr, woven/perforated"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_585961cd-0f31-494c-bf69-fd343f2e6e09.png,""a mud house with ladders on the sides of the structure, in the style of sculpted forms, les nabis, expansive, dau al set, rounded, bold chromaticity, light brown"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_585961cd-0f31-494c-bf69-fd343f2e6e09.png,""a mud house with a ladder, in the style of elaborate facades, dau al set, organic formations, , rounded, iconic,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_585961cd-0f31-494c-bf69-fd343f2e6e09.png,""a mud brick house, in the style of dau-al-set, uhd image, , , iconic, bamileke art,"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_585961cd-0f31-494c-bf69-fd343f2e6e09.png,""a mud house, in the style of dau-al-set, light brown, irregular structures, bold chromaticity, african influence, historical reproductions, tangled nests"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_aed83ed0-7b3e-4fc8-8d30-64dee93f3af7.png,""mud house in a desert, in the style of streetscape, , igbo ibo art, , associated press photo, beige, architectural"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_aed83ed0-7b3e-4fc8-8d30-64dee93f3af7.png,""house is a mud building, in the style of dau al set, uhd image, mamiya 7 ii, asante art, architectural forms"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_aed83ed0-7b3e-4fc8-8d30-64dee93f3af7.png,""the mud roof of the building, in the style of dau-al-set, national geographic photo, cottagecore, streetscape, associated press photo, beige, african influence"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Hassan_aed83ed0-7b3e-4fc8-8d30-64dee93f3af7.png,""the small mud building sitting on the dirt, in the style of , yoruba art, , canon af35m, , monolithic structures, intertwined networks"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Nader__6ecec031-1efe-4e74-b2be-edaf7106df59.png,""a mud hut with sticks and bark in it, in the style of dau-al-set, urban documentation, national geographic photo, windows vista, unpolished authenticity, architectural transformations, elaborate facades"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Nader__6ecec031-1efe-4e74-b2be-edaf7106df59.png,""a house that needs repair, in the style of dogon art, urban documentation, , mamiya 7 ii, tactile landscapes, uhd image, blown-off-roof perspective"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Nader__6ecec031-1efe-4e74-b2be-edaf7106df59.png,""an old mudhouse has fallen down, in the style of dogon art, urban documentation, fujifilm velvia, beige, intertwined networks, traditional color scheme, public interventions"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Nader__6ecec031-1efe-4e74-b2be-edaf7106df59.png,""the mud in the ground, in the style of vernacular architecture, , canon af35m, african influence, haunting houses, , destructive"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Nader__983bcc39-4092-463b-bd41-046fbc85c0ea.png,""these buildings are built of mud, in the style of faux naÃ¯f, canon af35m, orient-inspired, associated press photo, living materials, film grain, distinctive noses"""

"C:/Users/Marku/Downloads/Styles/styles_selected\building_in_Mud_Brick_architecture_style_by_Nader__983bcc39-4092-463b-bd41-046fbc85c0ea.png,""an ethnic minority in an urban area with mud buildings, in the style of faux naÃ¯f, earthy organic shapes, tachisme, les nabis, masonry construction, desertpunk, national geographic photo"""

